,date,Atlantic,Indian,Pacific,Arctic
0,2002-07-05T00:15:00,24.569993261476988,28.946202082258733,27.97339119452101,7.994999885559082
1,2002-07-10T00:30:01,23.65999984741211,28.37669036371245,28.24499893188477,8.764986156949272
2,2002-07-11T01:00:00,24.571168917519014,30.05500030517578,28.40999984741211,8.882074992367027
3,2002-07-13T00:55:01,24.663922506552243,29.43000030517578,27.91401651839444,9.128567854045656
4,2002-07-18T00:00:01,24.94999885559083,28.21999931335449,28.274999618530277,9.429999351501465
5,2002-07-19T00:25:01,24.29141376644285,28.586418543777363,28.83669072432484,9.358272499134868
6,2002-07-20T00:55:01,24.79753887408659,29.08213867554229,29.11721492492821,9.720000267028809
7,2002-07-22T00:50:01,24.53946953965375,28.97279872415192,27.632271066207625,9.730868023569297
8,2002-07-23T00:05:00,24.95894243418226,28.189998626708984,28.21999931335449,9.739995364994051
9,2002-07-27T01:00:00,23.849999764546613,28.71999931335449,28.09499931335449,9.990058827786726
10,2002-08-08T00:05:00,24.83231948321764,28.227991332355728,28.365775405009444,8.192874405205444
11,2002-08-11T00:30:00,25.13256109663868,28.631305950143343,28.757893887929512,6.708340900977047
12,2002-08-13T00:20:01,24.770000457763672,28.305942852031087,27.71500015258789,9.300000190734863
13,2002-08-16T00:45:01,25.70070163282248,28.850148469648385,27.38553787801496,9.16982904674529
14,2002-08-18T00:35:01,26.335175670133925,28.505071736068174,27.84000015258789,9.388566681923018
15,2002-08-19T00:50:01,26.98910563040136,28.974998474121094,26.739999771118164,8.831605420282928
16,2002-08-27T00:30:00,25.84000015258789,28.209999084472656,28.070279639475388,8.059999465942383
17,2002-08-28T00:45:00,26.49499893188477,28.569066300916244,28.694905062159823,8.579999923706055
18,2002-08-30T00:30:01,26.304437497242144,28.740561308361617,28.31699039409687,9.220000267028809
19,2002-08-31T00:10:01,26.27785261797887,28.864999771118164,29.03499984741211,7.634999752044678
20,2002-09-01T00:45:00,26.47419164691256,28.738748509436206,28.11999893188477,9.055207755433898
21,2002-09-07T00:15:01,26.36499402451413,28.604999542236328,28.84941190747994,8.76015914780579
22,2002-09-11T00:00:00,25.53499984741211,29.654998779296875,28.4221068477468,6.614999771118164
23,2002-09-13T00:40:01,25.4729445025732,29.127226999552335,29.116708746418016,8.1768983057692
24,2002-09-16T00:10:01,27.42923602970718,28.78833726728553,28.917499542236328,8.170391785272155
25,2002-09-17T00:15:01,28.13922453972288,29.18000030517578,28.354999542236328,8.538314092789745
26,2002-09-20T00:45:01,27.084738017682906,29.585006031489595,28.09499931335449,8.266557080493182
27,2002-09-21T00:25:01,26.48996057931884,29.57249927520752,29.67619058034268,8.422389788561262
28,2002-09-22T00:35:01,27.055955038078565,29.16700439960352,28.957955493386603,8.264999389648438
29,2002-09-23T00:15:01,27.25826588011697,28.42965039095617,29.9603615806869,8.234999656677246
30,2002-09-24T00:20:00,26.430565621164035,28.60010694470709,28.10000038146965,7.914454981830518
31,2002-09-27T00:00:00,27.959930971261763,28.709999084472653,28.06999969482422,8.050000190734863
32,2002-09-29T00:40:00,27.475592134093883,28.38357200859292,28.31833267211914,7.722602231237741
33,2002-10-01T00:30:01,27.07582611694717,29.854999542236328,29.75413590734598,7.681741053472331
34,2002-10-02T00:10:00,26.63500022888184,29.84746823393966,28.97219684822859,6.979225739903015
35,2002-10-03T00:15:01,27.364121940054417,28.5049991607666,29.03981668497644,7.081378135207935
36,2002-10-06T00:45:01,27.013102911043088,29.91593183042409,28.949841413105545,6.174999713897705
37,2002-10-07T00:25:01,27.0536902326504,28.883007804560037,28.307314058733493,7.4509343871883
38,2002-10-12T00:10:00,27.164613744139317,28.68235852797683,29.965000152587933,6.919893928573782
39,2002-10-16T00:20:01,27.334682677801368,29.129999160766605,28.529998779296875,6.690000057220459
40,2002-10-18T00:10:00,26.75710035242466,28.56998919314381,29.524139301727992,6.043823683505964
41,2002-10-22T00:45:01,27.16587183045397,29.149298192757488,29.597505558512758,6.227655725278544
42,2002-10-31T00:40:01,26.79288645999953,29.41496938897084,28.854999542236328,5.480920762525738
43,2002-11-01T00:20:01,25.60999870300293,29.09499931335449,28.46500015258789,5.760508543899976
44,2003-05-18T01:00:00,23.722453819583308,29.443999573719317,27.934999465942383,5.297722357259534
45,2003-05-19T00:25:00,23.15999984741211,29.58518229714297,27.34800013925992,5.514257972955411
46,2003-05-30T00:10:01,24.335491162465903,29.63500022888184,27.52337160892006,5.48446497603136
47,2003-05-31T02:00:00,24.192178992791007,29.52498429334604,26.170000076293945,6.025923857233
48,2003-06-02T00:35:01,24.180016679264284,29.651617406941146,26.78499984741211,5.447015085351171
49,2003-06-03T01:00:01,24.53999900817865,29.53499984741211,27.88999938964844,5.295420512200573
50,2003-06-09T00:40:00,24.508328778284096,29.35022259707415,27.07999992370605,6.077401182817429
51,2003-06-10T00:00:01,24.10999870300293,28.76000022888184,28.764778910324925,5.827805414794671
52,2003-06-11T00:30:01,23.862626915661128,29.24067105181772,28.22298278317431,5.710872623096225
53,2003-06-13T00:20:01,23.98999958283769,29.6829810963114,27.81999969482422,5.773637456682589
54,2003-06-15T00:05:01,24.75640646115938,29.082912653772063,27.964449824430844,5.553604263113948
55,2003-06-18T00:35:01,25.016342320170768,28.990740960580265,28.3799991607666,6.133499326457738
