,Time,SST,Latitude,Longitude
0,1991-05-24 14:00:00.000000000,13.750000653089955,46.32167053222656,-5.21999979019165
1,1991-05-24 14:48:00.000000000,14.100000669714063,46.32167053222656,-5.21999979019165
2,1991-06-07 16:00:00.000000000,15.20000072196126,46.32167053222656,-5.21999979019165
3,1991-06-07 17:36:00.000000000,15.350000729085878,46.32167053222656,-5.21999979019165
4,1991-06-07 19:18:00.000000000,15.340000728610903,46.32167053222656,-5.21999979019165
5,1991-06-07 20:48:00.000000000,15.20000072196126,46.32167053222656,-5.21999979019165
6,1991-06-07 22:30:00.000000000,15.280000725761056,46.32167053222656,-5.21999979019165
7,1991-06-08 00:18:00.000000000,15.790000749984756,46.32167053222656,-5.21999979019165
8,1991-06-08 01:48:00.000000000,15.730000747134909,46.32167053222656,-5.21999979019165
9,1991-06-08 03:18:00.000000000,16.210000769933686,46.32167053222656,-5.21999979019165
10,1991-06-08 06:18:00.000000000,16.230000770883635,46.32167053222656,-5.21999979019165
11,1991-06-08 06:30:00.000000000,16.11000076518394,46.32167053222656,-5.21999979019165
12,1991-06-08 07:12:00.000000000,16.00000075995922,46.32167053222656,-5.21999979019165
13,1991-06-08 08:30:00.000000000,16.050000762334093,46.32167053222656,-5.21999979019165
14,1991-06-08 08:36:00.000000000,16.010000760434195,46.32167053222656,-5.21999979019165
15,1991-06-08 10:00:00.000000000,16.570000787032768,46.32167053222656,-5.21999979019165
16,1991-06-08 11:48:00.000000000,16.60000078845769,46.32167053222656,-5.21999979019165
17,1991-06-08 13:18:00.000000000,17.06000081030652,46.32167053222656,-5.21999979019165
18,1991-06-08 14:48:00.000000000,16.780000797007233,46.32167053222656,-5.21999979019165
19,1991-06-08 14:54:00.000000000,16.830000799382105,46.32167053222656,-5.21999979019165
20,1991-06-08 16:48:00.000000000,16.940000804606825,46.32167053222656,-5.21999979019165
21,1991-06-08 18:18:00.000000000,16.960000805556774,46.32167053222656,-5.21999979019165
22,1991-06-08 19:48:00.000000000,16.890000802231953,46.32167053222656,-5.21999979019165
23,1991-06-08 21:18:00.000000000,17.48000083025545,46.32167053222656,-5.21999979019165
24,1991-06-08 22:48:00.000000000,18.340000871103257,46.32167053222656,-5.21999979019165
25,1991-06-09 00:18:00.000000000,18.35000087157823,46.32167053222656,-5.21999979019165
26,1991-06-09 01:48:00.000000000,18.440000875853002,46.32167053222656,-5.21999979019165
27,1991-06-09 03:12:00.000000000,18.39000087347813,46.32167053222656,-5.21999979019165
28,1991-06-09 05:18:00.000000000,18.72000088915229,46.32167053222656,-5.21999979019165
29,1991-06-09 07:00:00.000000000,18.960000900551677,46.32167053222656,-5.21999979019165
30,1991-06-09 08:30:00.000000000,18.9900009019766,46.32167053222656,-5.21999979019165
31,1991-06-09 10:00:00.000000000,19.290000916225836,46.32167053222656,-5.21999979019165
32,1991-06-09 11:30:00.000000000,19.0300009038765,46.32167053222656,-5.21999979019165
33,1991-06-09 13:00:00.000000000,19.360000919550657,46.32167053222656,-5.21999979019165
34,1991-06-28 13:18:00.000000000,22.25000105681829,46.32167053222656,-5.21999979019165
35,1991-06-28 14:54:00.000000000,22.69000107771717,46.32167053222656,-5.21999979019165
36,1991-06-28 16:18:00.000000000,23.73000112711452,46.32167053222656,-5.21999979019165
37,1991-06-28 17:48:00.000000000,23.370001110015437,46.32167053222656,-5.21999979019165
38,1991-06-28 19:12:00.000000000,22.430001065367833,46.32167053222656,-5.21999979019165
39,1991-06-28 20:36:00.000000000,22.920001088641584,46.32167053222656,-5.21999979019165
40,1991-06-28 22:24:00.000000000,23.560001119039953,46.32167053222656,-5.21999979019165
41,1991-06-28 23:48:00.000000000,23.20000110194087,46.32167053222656,-5.21999979019165
42,1991-06-29 01:24:00.000000000,23.190001101465896,46.32167053222656,-5.21999979019165
43,1991-06-29 03:06:00.000000000,23.030001093866304,46.32167053222656,-5.21999979019165
44,1991-06-29 04:36:00.000000000,21.400001016445458,46.32167053222656,-5.21999979019165
45,1991-06-29 06:00:00.000000000,21.200001006945968,46.32167053222656,-5.21999979019165
46,1991-07-08 12:30:00.000000000,21.14000100409612,46.32167053222656,-5.21999979019165
47,1991-07-08 14:00:00.000000000,20.85000099032186,46.32167053222656,-5.21999979019165
48,1991-07-08 15:30:00.000000000,20.87000099127181,46.32167053222656,-5.21999979019165
49,1991-07-08 17:00:00.000000000,20.840000989846885,46.32167053222656,-5.21999979019165
50,1991-07-08 18:30:00.000000000,21.170001005521044,46.32167053222656,-5.21999979019165
51,1991-07-08 20:00:00.000000000,21.12000100314617,46.32167053222656,-5.21999979019165
52,1991-07-08 21:30:00.000000000,20.880000991746783,46.32167053222656,-5.21999979019165
53,1996-03-19 08:43:00.000000256,11.95500056783203,46.32167053222656,-5.21999979019165
54,1996-03-21 14:59:00.000000000,11.95500056783203,46.32167053222656,-5.21999979019165
55,1996-03-23 07:33:00.000000000,11.952000567689538,46.32167053222656,-5.21999979019165
56,1997-03-17 19:32:00.000000000,10.952000520192087,46.32167053222656,-5.21999979019165
57,1997-03-25 04:38:00.000000000,12.402000589063391,46.32167053222656,-5.21999979019165
58,1997-03-25 09:01:00.000000000,13.145000624353997,46.32167053222656,-5.21999979019165
59,1997-03-25 12:35:00.000000000,13.708000651095062,46.32167053222656,-5.21999979019165
60,1997-03-25 15:23:00.000000000,14.061000667861663,46.32167053222656,-5.21999979019165
61,1997-03-25 15:29:00.000000000,13.929000661592,46.32167053222656,-5.21999979019165
62,1997-03-25 15:35:00.000000000,14.094000669429079,46.32167053222656,-5.21999979019165
